id,frequency,frequency_short,last_updated,notes,observation_end,observation_start,popularity,realtime_end,realtime_start,seasonal_adjustment,seasonal_adjustment_short,title,units,units_short
AEXUSEU,Annual,A,2018-01-03 13:31:02-06,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.,2017-01-01,1999-01-01,43,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,U.S. / Euro Foreign Exchange Rate,U.S. Dollars to One Euro,U.S. $ to  1 Euro
TWEXBANL,Annual,A,2018-01-03 13:31:02-06,"Averages of daily figures. A weighted average of the foreign exchange value of the U.S. dollar against the currencies of a broad group of major U.S. trading partners. Broad currency index includes the Euro Area, Canada, Japan, Mexico, China, United Kingdom, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Switzerland, Thailand, Philippines, Australia, Indonesia, India, Israel, Saudi Arabia, Russia, Sweden, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",2017-01-01,1973-01-01,43,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Trade Weighted U.S. Dollar Index: Broad,Index 1997=100,Index 1997=100
AEXJPUS,Annual,A,2018-01-03 13:31:02-06,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.,2017-01-01,1971-01-01,39,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Japan / U.S. Foreign Exchange Rate,Japanese Yen to One U.S. Dollar,Japanese Yen to  1 U.S. $
AEXCAUS,Annual,A,2018-01-03 13:31:03-06,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.,2017-01-01,1971-01-01,36,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Canada / U.S. Foreign Exchange Rate,Canadian Dollars to One U.S. Dollar,Canadian $ to  1 U.S. $
TWEXMANL,Annual,A,2018-01-03 13:31:03-06,"Averages of daily figures. A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that circulate widely outside the country of issue. Major currency index includes the Euro Area, Canada, Japan, United Kingdom, Switzerland, Australia, and Sweden. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",2017-01-01,1973-01-01,31,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Trade Weighted U.S. Dollar Index: Major Currencies,Index Mar 1973=100,Index Mar 1973=100
AEXMXUS,Annual,A,2018-01-03 13:31:04-06,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.,2017-01-01,1993-01-01,27,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Mexico / U.S. Foreign Exchange Rate,Mexican New Pesos to One U.S. Dollar,Mexican New Pesos to  1 U.S. $
AEXKOUS,Annual,A,2018-01-03 13:31:03-06,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.,2017-01-01,1981-01-01,27,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,South Korea / U.S. Foreign Exchange Rate,South Korean Won to One U.S. Dollar,South Korean Won to  1 U.S. $
AEXINUS,Annual,A,2018-01-03 13:31:04-06,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.,2017-01-01,1973-01-01,26,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,India / U.S. Foreign Exchange Rate,Indian Rupees to One U.S. Dollar,Indian Rupees to  1 U.S. $
AEXMAUS,Annual,A,2018-01-03 13:31:03-06,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.,2017-01-01,1971-01-01,26,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Malaysia / U.S. Foreign Exchange Rate,Malaysian Ringgit to One U.S. Dollar,Malaysian Ringgit to  1 U.S. $
TWEXB,"Weekly, Ending Wednesday",W,2018-09-24 15:51:01-05,"Averages of daily figures. A weighted average of the foreign exchange value of the U.S. dollar against the currencies of a broad group of major U.S. trading partners. Broad currency index includes the Euro Area, Canada, Japan, Mexico, China, United Kingdom, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Switzerland, Thailand, Philippines, Australia, Indonesia, India, Israel, Saudi Arabia, Russia, Sweden, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",2018-09-19,1995-01-04,80,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Trade Weighted U.S. Dollar Index: Broad,Index Jan 1997=100,Index Jan 1997=100
DTWEXM,Daily,D,2018-09-24 15:51:02-05,"A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that circulate widely outside the country of issue. Major currencies index includes the Euro Area, Canada, Japan, United Kingdom, Switzerland, Australia, and Sweden. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",2018-09-21,1973-01-02,78,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Trade Weighted U.S. Dollar Index: Major Currencies,Index Mar 1973=100,Index Mar 1973=100
DTWEXB,Daily,D,2018-09-24 15:51:02-05,"A weighted average of the foreign exchange value of the U.S. dollar against the currencies of a broad group of major U.S. trading partners. Broad currency index includes the Euro Area, Canada, Japan, Mexico, China, United Kingdom, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Switzerland, Thailand, Philippines, Australia, Indonesia, India, Israel, Saudi Arabia, Russia, Sweden, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",2018-09-21,1995-01-04,69,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Trade Weighted U.S. Dollar Index: Broad,Index Jan 1997=100,Index Jan 1997=100
TWEXMMTH,Monthly,M,2018-09-24 15:51:03-05,"Averages of daily figures. A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that circulate widely outside the country of issue. Major currency index includes the Euro Area, Canada, Japan, United Kingdom, Switzerland, Australia, and Sweden. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.  This data series is updated from the source files in the Data Download Program (http://www.federalreserve.gov/datadownload/Choose.aspx?rel=h10). The files are updated on a weekly basis every Monday. If Monday is a holiday, the data files are updated the next business day.  Monthly values are averages of the daily data available. Preliminary value for the current month is provided by the source even if not all daily values are available for the entire month.  Please note that the values reported on the press release may not correspond to the values in the Data Download Program when the press release is published on a day other than Monday. This inconsistency is resolved on the next available weekly release date.",2018-09-01,1973-01-01,63,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Trade Weighted U.S. Dollar Index: Major Currencies,Index Mar 1973=100,Index Mar 1973=100
TWEXBPA,Monthly,M,2018-09-06 09:21:02-05,"Averages of daily figures. Series is price adjusted. A weighted average of the foreign exchange value of the U.S. dollar against the currencies of a broad group of major U.S. trading partners. Broad currency index includes the Euro Area, Canada, Japan, Mexico, China, United Kingdom, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Switzerland, Thailand, Philippines, Australia, Indonesia, India, Israel, Saudi Arabia, Russia, Sweden, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",2018-08-01,1973-01-01,63,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Real Trade Weighted U.S. Dollar Index: Broad,Index Mar 1973=100,Index Mar 1973=100
TWEXBMTH,Monthly,M,2018-09-24 15:51:03-05,"Averages of daily figures. A weighted average of the foreign exchange value of the U.S. dollar against the currencies of a broad group of major U.S. trading partners. Broad currency index includes the Euro Area, Canada, Japan, Mexico, China, United Kingdom, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Switzerland, Thailand, Philippines, Australia, Indonesia, India, Israel, Saudi Arabia, Russia, Sweden, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.  This data series is updated from the source files in the Data Download Program (http://www.federalreserve.gov/datadownload/Choose.aspx?rel=h10). The files are updated on a weekly basis every Monday. If Monday is a holiday, the data files are updated the next business day.  Monthly values are averages of the daily data available. Preliminary value for the current month is provided by the source even if not all daily values are available for the entire month.  Please note that the values reported on the press release may not correspond to the values in the Data Download Program when the press release is published on a day other than Monday. This inconsistency is resolved on the next available weekly release date.",2018-09-01,1973-01-01,63,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Trade Weighted U.S. Dollar Index: Broad,Index Jan 1997=100,Index Jan 1997=100
DTWEXO,Daily,D,2018-09-24 15:51:05-05,"A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that do not circulate widely outside the country of issue. Countries whose currencies are included in the other important trading partners index are Mexico, China, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Thailand, Philippines, Indonesia, India, Israel, Saudi Arabia, Russia, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",2018-09-21,1995-01-04,49,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Trade Weighted U.S. Dollar Index: Other Important Trading Partners,Index Jan 1997=100,Index Jan 1997=100
TWEXMPA,Monthly,M,2018-09-06 09:21:02-05,"Averages of daily figures. Series is price adjusted. A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that circulate widely outside the country of issue. Major currencies index includes the Euro Area, Canada, Japan, United Kingdom, Switzerland, Australia, and Sweden. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",2018-08-01,1973-01-01,46,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Real Trade Weighted U.S. Dollar Index: Major Currencies,Index Mar 1973=100,Index Mar 1973=100
TWEXO,"Weekly, Ending Wednesday",W,2018-09-24 15:51:06-05,"Averages of daily figures. A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that do not circulate widely outside the country of issue. Countries whose currencies are included in the other important trading partners index are Mexico, China, Taiwan, Korea, Singapore, Hong Kong, Malaysia, Brazil, Thailand, Philippines, Indonesia, India, Israel, Saudi Arabia, Russia, Argentina, Venezuela, Chile and Colombia. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",2018-09-19,1995-01-04,44,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Trade Weighted U.S. Dollar Index: Other Important Trading Partners,Index Jan 1997=100,Index Jan 1997=100
TWEXM,"Weekly, Ending Wednesday",W,2018-09-24 15:51:05-05,"Averages of daily figures. A weighted average of the foreign exchange value of the U.S. dollar against a subset of the broad index currencies that circulate widely outside the country of issue. Major currency index includes the Euro Area, Canada, Japan, United Kingdom, Switzerland, Australia, and Sweden. For more information about trade-weighted indexes see http://www.federalreserve.gov/pubs/bulletin/2005/winter05_index.pdf.",2018-09-19,1973-01-03,43,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Trade Weighted U.S. Dollar Index: Major Currencies,Index Mar 1973=100,Index Mar 1973=100
BASE,"Biweekly, Ending Wednesday",BW,2018-09-27 15:31:02-05,"The Adjusted Monetary Base is the sum of currency (including coin) in circulation outside Federal Reserve Banks and the U.S. Treasury, plus deposits held by depository institutions at Federal Reserve Banks. These data are adjusted for the effects of changes in statutory reserve requirements on the quantity of base money held by depositories.  This series has been reconstructed starting July 14, 2003. For further information, please refer to https://files.stlouisfed.org/research/publications/review/03/09/Anderson.pdf. Historical data and components are available at https://files.stlouisfed.org/research/publications/review/03/09/0309ra.xls.",2018-09-26,1984-02-15,81,2018-09-28,2018-09-28,Seasonally Adjusted,SA,St. Louis Adjusted Monetary Base,Billions of Dollars,Bil. of $
BOGMBASE,Monthly,M,2018-09-13 15:51:03-05,The series equals total balances maintained plus currency in circulation.,2018-08-01,1959-01-01,70,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Monetary Base; Total,Millions of Dollars,Mil. of $
AMBSL,Monthly,M,2018-09-14 10:41:01-05,"This series has been reconstructed starting July 14, 2003. For further information, please refer to https://files.stlouisfed.org/research/publications/review/03/09/Anderson.pdf. Historical data and components are available at https://files.stlouisfed.org/research/publications/review/03/09/0309ra.xls.  Further information and definitions are available at: http://research.stlouisfed.org/publications/mt/.",2018-08-01,1918-01-01,65,2018-09-28,2018-09-28,Seasonally Adjusted,SA,St. Louis Adjusted Monetary Base,Billions of Dollars,Bil. of $
AMBNS,Monthly,M,2018-09-14 10:41:02-05,"This series has been reconstructed starting July 14, 2003. For further information, please refer to https://files.stlouisfed.org/research/publications/review/03/09/Anderson.pdf. Historical data and components are available at https://files.stlouisfed.org/research/publications/review/03/09/0309ra.xls.  Further information and definitions are available at: http://research.stlouisfed.org/publications/mt/.",2018-08-01,1918-01-01,57,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,St. Louis Adjusted Monetary Base,Billions of Dollars,Bil. of $
BOGMBASEW,"Weekly, Ending Wednesday",W,2018-09-13 15:51:05-05,"The series equals total balances maintained plus currency in circulation.  Effective February 2, 1984, reserve computation and maintenance periods have been changed from weekly to bi-weekly. Series with data prior to February 2, 1984 have different values reported from one week to the next. After February 2, 1984, the value repeats for 2 consecutive weeks.",2018-09-12,1975-01-08,57,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Monetary Base; Total,Millions of Dollars,Mil. of $
WSBASE,"Weekly, Ending Wednesday",W,2018-09-27 16:01:01-05,"Sum of currency in circulation, reserve balances with Federal Reserve Banks, and service-related adjustments to compensate for float. Starting from July 18, 2012, the series is a sum of currency in circulation and reserve balances with Federal Reserve Banks. Service-related adjustments to compensate for float have been discontinued by the Board of Governors. For more details, see http://www.federalreserve.gov/releases/h41/Current/. Calculated by the Federal Reserve Bank of St. Louis.",2018-09-26,1984-01-04,50,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,St. Louis Source Base,Billions of Dollars,Bil. of $
BASENS,"Biweekly, Ending Wednesday",BW,2018-09-27 15:31:02-05,"This series has been reconstructed starting July 14, 2003. For further information, please refer to https://files.stlouisfed.org/research/publications/review/03/09/Anderson.pdf. Historical data and components are available at https://files.stlouisfed.org/research/publications/review/03/09/0309ra.xls.",2018-09-26,1984-02-15,49,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,St. Louis Adjusted Monetary Base,Billions of Dollars,Bil. of $
MBCURRCIR,Monthly,M,2018-09-13 15:51:05-05,"Currency in circulation includes paper currency and coin held both by the public and in the vaults of depository institutions. The total includes Treasury estimates of coins outstanding and Treasury paper currency outstanding. This definition of currency in circulation differs from the currency component of the money stock, (https://fred.stlouisfed.org/series/CURRENCY), which excludes currency held in vaults of depository institutions.",2018-08-01,1959-01-01,49,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Monetary Base; Currency in Circulation,Millions of Dollars,Mil. of $
RAM,Monthly,M,2018-09-28 09:41:02-05,"This series has been reconstructed starting July 14, 2003. For further information, please refer to https://files.stlouisfed.org/research/publications/review/03/09/Anderson.pdf. Historical data and components are available at https://files.stlouisfed.org/research/publications/review/03/09/0309ra.xls.",2018-09-01,1980-10-01,42,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Reserve Adjustment Magnitude (RAM),Billions of Dollars,Bil. of $
SBASENS,Monthly,M,2018-09-07 09:21:02-05,"This series has been reconstructed starting July 14, 2003. For further information, please refer to https://files.stlouisfed.org/research/publications/review/03/09/Anderson.pdf. Historical data and components are available at https://files.stlouisfed.org/research/publications/review/03/09/0309ra.xls.",2018-08-01,1918-01-01,35,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,St. Louis Source Base,Billions of Dollars,Bil. of $
EXCSRESNS,Monthly,M,2018-09-13 15:51:03-05,"Series is calculated using data from the H.3 release as Total reserve balances maintained (https://fred.stlouisfed.org/series/RESBALNS) less Reserve balance requirements (https://fred.stlouisfed.org/series/RESBALREQ).  Please note though that this historical concept of ""excess reserves"" no longer has the same meaning following phase two of the simplification of reserves administration. https://federalregister.gov/a/2012-8562",2018-08-01,1984-02-01,72,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Excess Reserves of Depository Institutions,Millions of Dollars,Mil. of $
